Wavelength	T
289.00	94.8
288.00	94.8
287.00	94.7
286.00	94.7
285.00	94.6
284.00	94.6
283.00	94.5
282.00	94.5
281.00	94.4
280.00	94.4
279.00	94.3
278.00	94.2
277.00	94.1
276.00	94.0
275.00	93.9
274.00	93.8
273.00	93.8
272.00	93.8
271.00	93.8
270.00	93.8
269.00	93.8
268.00	93.8
267.00	93.8
266.00	93.7
265.00	93.6
264.00	93.6
263.00	93.5
262.00	93.5
261.00	93.4
260.00	93.4
259.00	93.4
258.00	93.3
257.00	93.3
256.00	93.2
255.00	93.2
254.00	93.1
253.00	93.0
252.00	93.0
251.00	92.9
250.00	92.9
249.00	92.8
248.00	92.7
247.00	92.6
246.00	92.4
245.00	92.3
244.00	92.2
243.00	92.0
242.00	91.8
241.00	91.6
240.00	91.4
239.00	91.1
238.00	90.8
237.00	90.5
236.00	90.1
235.00	89.6
234.00	89.2
233.00	88.6
232.00	88.1
231.00	87.4
230.00	86.7
229.00	85.9
228.00	85.0
227.00	84.1
226.00	83.1
225.00	82.1
224.00	81.0
223.00	79.8
222.00	78.7
221.00	77.5
220.00	76.2
219.00	74.9
218.00	73.6
217.00	72.3
216.00	71.0
215.00	69.8
214.00	68.6
213.00	67.5
212.00	66.4
211.00	65.4
210.00	64.5
209.00	63.6
208.00	62.8
207.00	62.1
206.00	61.5
205.00	60.9
204.00	60.3
203.00	59.7
202.00	59.2
201.00	58.8
200.00	58.5

