Wavelength	T
472.00	83.1
471.00	83.0
470.00	83.0
469.00	82.9
468.00	82.9
467.00	82.9
466.00	82.8
465.00	82.8
464.00	82.8
463.00	82.7
462.00	82.7
461.00	82.6
460.00	82.6
459.00	82.6
458.00	82.5
457.00	82.5
456.00	82.4
455.00	82.4
454.00	82.4
453.00	82.3
452.00	82.3
451.00	82.3
450.00	82.2
449.00	82.2
448.00	82.1
447.00	82.1
446.00	82.0
445.00	82.0
444.00	82.0
443.00	81.9
442.00	81.9
441.00	81.8
440.00	81.8
439.00	81.8
438.00	81.7
437.00	81.7
436.00	81.7
435.00	81.6
434.00	81.6
433.00	81.5
432.00	81.5
431.00	81.5
430.00	81.4
429.00	81.4
428.00	81.3
427.00	81.3
426.00	81.3
425.00	81.2
424.00	81.2
423.00	81.1
422.00	81.1
421.00	81.1
420.00	81.0
419.00	81.0
418.00	80.9
417.00	80.9
416.00	80.8
415.00	80.8
414.00	80.8
413.00	80.7
412.00	80.7
411.00	80.7
410.00	80.6
409.00	80.6
408.00	80.5
407.00	80.5
406.00	80.5
405.00	80.4
404.00	80.4
403.00	80.3
402.00	80.3
401.00	80.3
400.00	80.3
399.00	80.2
398.00	80.2
397.00	80.1
396.00	80.1
395.00	80.1
394.00	80.0
393.00	80.0
392.00	80.0
391.00	79.9
390.00	79.9
389.00	79.8
388.00	79.8
387.00	79.8
386.00	79.7
385.00	79.7
384.00	79.7
383.00	79.6
382.00	79.6
381.00	79.6
380.00	79.5
379.00	79.5
378.00	79.5
377.00	79.4
376.00	79.4
375.00	79.3
374.00	79.3
373.00	79.2
372.00	79.2
371.00	79.1
370.00	79.1
369.00	79.1
368.00	79.0
367.00	79.0
366.00	79.0
365.00	78.9
364.00	78.9
363.00	78.8
362.00	78.8
361.00	78.7
360.00	78.7
359.00	78.7
358.00	78.6
357.00	78.6
356.00	78.5
355.00	78.5
354.00	78.5
353.00	78.4
352.00	78.4
351.00	78.3
350.00	78.3
349.00	78.2
348.00	78.2
347.00	78.2
346.00	78.1
345.00	78.1
344.00	78.1
343.00	78.0
342.00	78.0
341.00	78.0
340.00	77.9
339.00	77.9
338.00	77.9
337.00	77.8
336.00	77.8
335.00	77.7
334.00	77.7
333.00	77.6
332.00	77.6
331.00	77.6
330.00	77.5
329.00	77.5
328.00	77.4
327.00	77.4
326.00	77.3
325.00	77.3
324.00	77.2
323.00	77.2
322.00	77.2
321.00	77.1
320.00	77.1
319.00	77.1
318.00	77.0
317.00	77.0
316.00	77.0
315.00	76.9
314.00	76.9
313.00	76.8
312.00	76.7
311.00	76.7
310.00	76.6
309.00	76.6
308.00	76.6
307.00	76.6
306.00	76.5
305.00	76.5
304.00	76.5
303.00	76.4
302.00	76.4
301.00	76.4
300.00	76.4
299.00	76.3
298.00	76.3
297.00	76.3
296.00	76.2
295.00	76.2
294.00	76.2
293.00	76.1
292.00	76.1
291.00	76.1
290.00	76.0
289.00	76.0
288.00	76.0
287.00	75.9
286.00	75.9
285.00	75.9
284.00	75.8
283.00	75.8
282.00	75.8
281.00	75.7
280.00	75.6
279.00	75.4
278.00	75.1
277.00	74.6
276.00	74.1
275.00	73.6
274.00	73.4
273.00	73.5
272.00	73.7
271.00	74.1
270.00	74.6
269.00	74.9
268.00	75.0
267.00	75.0
266.00	74.9
265.00	74.7
264.00	74.6
263.00	74.6
262.00	74.5
261.00	74.5
260.00	74.4
259.00	74.4
258.00	74.3
257.00	74.3
256.00	74.2
255.00	74.1
254.00	74.1
253.00	74.0
252.00	74.0
251.00	73.9
250.00	73.8
249.00	73.8
248.00	73.7
247.00	73.5
246.00	73.4
245.00	73.2
244.00	73.1
243.00	72.9
242.00	72.7
241.00	72.5
240.00	72.3
239.00	71.9
238.00	71.6
237.00	71.1
236.00	70.6
235.00	70.1
234.00	69.5
233.00	68.8
232.00	68.0
231.00	67.2
230.00	66.2
229.00	65.2
228.00	64.0
227.00	62.8
226.00	61.5
225.00	60.2
224.00	58.8
223.00	57.3
222.00	55.9
221.00	54.4
220.00	52.9
219.00	51.3
218.00	49.8
217.00	48.3
216.00	46.8
215.00	45.4
214.00	44.1
213.00	42.9
212.00	41.8
211.00	40.7
210.00	39.8
209.00	38.9
208.00	38.1
207.00	37.3
206.00	36.6
205.00	36.0
204.00	35.2
203.00	34.5
202.00	33.8
201.00	33.2
200.00	32.7

