Wavelength	T
600.00	100.1
599.00	100.1
598.00	100.1
597.00	100.1
596.00	100.1
595.00	100.1
594.00	100.1
593.00	100.1
592.00	100.1
591.00	100.1
590.00	100.1
589.00	100.1
588.00	100.1
587.00	100.1
586.00	100.1
585.00	100.1
584.00	100.1
583.00	100.1
582.00	100.1
581.00	100.1
580.00	100.1
579.00	100.1
578.00	100.1
577.00	100.1
576.00	100.1
575.00	100.1
574.00	100.1
573.00	100.1
572.00	100.1
571.00	100.1
570.00	100.1
569.00	100.1
568.00	100.1
567.00	100.2
566.00	100.2
565.00	100.2
564.00	100.1
563.00	100.2
562.00	100.1
561.00	100.1
560.00	100.2
559.00	100.2
558.00	100.2
557.00	100.2
556.00	100.2
555.00	100.2
554.00	100.2
553.00	100.2
552.00	100.2
551.00	100.2
550.00	100.2
549.00	100.2
548.00	100.2
547.00	100.2
546.00	100.2
545.00	100.2
544.00	100.2
543.00	100.2
542.00	100.2
541.00	100.2
540.00	100.2
539.00	100.2
538.00	100.2
537.00	100.2
536.00	100.2
535.00	100.2
534.00	100.2
533.00	100.2
532.00	100.2
531.00	100.2
530.00	100.2
529.00	100.2
528.00	100.2
527.00	100.2
526.00	100.2
525.00	100.2
524.00	100.2
523.00	100.2
522.00	100.2
521.00	100.2
520.00	100.2
519.00	100.2
518.00	100.2
517.00	100.2
516.00	100.2
515.00	100.2
514.00	100.2
513.00	100.2
512.00	100.2
511.00	100.2
510.00	100.2
509.00	100.2
508.00	100.2
507.00	100.2
506.00	100.2
505.00	100.2
504.00	100.2
503.00	100.2
502.00	100.2
501.00	100.2
500.00	100.2
499.00	100.2
498.00	100.2
497.00	100.2
496.00	100.2
495.00	100.2
494.00	100.2
493.00	100.2
492.00	100.2
491.00	100.2
490.00	100.2
489.00	100.2
488.00	100.2
487.00	100.2
486.00	100.2
485.00	100.2
484.00	100.2
483.00	100.2
482.00	100.2
481.00	100.2
480.00	100.2
479.00	100.2
478.00	100.2
477.00	100.2
476.00	100.2
475.00	100.2
474.00	100.2
473.00	100.2
472.00	100.2
471.00	100.2
470.00	100.2
469.00	100.2
468.00	100.2
467.00	100.2
466.00	100.2
465.00	100.2
464.00	100.2
463.00	100.2
462.00	100.2
461.00	100.2
460.00	100.2
459.00	100.2
458.00	100.2
457.00	100.2
456.00	100.2
455.00	100.2
454.00	100.2
453.00	100.2
452.00	100.2
451.00	100.2
450.00	100.2
449.00	100.2
448.00	100.2
447.00	100.2
446.00	100.2
445.00	100.2
444.00	100.2
443.00	100.2
442.00	100.2
441.00	100.2
440.00	100.2
439.00	100.2
438.00	100.2
437.00	100.2
436.00	100.2
435.00	100.2
434.00	100.2
433.00	100.2
432.00	100.2
431.00	100.2
430.00	100.2
429.00	100.2
428.00	100.2
427.00	100.2
426.00	100.2
425.00	100.2
424.00	100.2
423.00	100.2
422.00	100.2
421.00	100.2
420.00	100.2
419.00	100.2
418.00	100.2
417.00	100.2
416.00	100.2
415.00	100.2
414.00	100.2
413.00	100.2
412.00	100.2
411.00	100.2
410.00	100.2
409.00	100.2
408.00	100.2
407.00	100.2
406.00	100.2
405.00	100.2
404.00	100.2
403.00	100.2
402.00	100.2
401.00	100.2
400.00	100.2
399.00	100.2
398.00	100.2
397.00	100.2
396.00	100.2
395.00	100.2
394.00	100.2
393.00	100.2
392.00	100.2
391.00	100.2
390.00	100.2
389.00	100.2
388.00	100.2
387.00	100.2
386.00	100.2
385.00	100.2
384.00	100.2
383.00	100.1
382.00	100.1
381.00	100.1
380.00	100.1
379.00	100.2
378.00	100.2
377.00	100.2
376.00	100.2
375.00	100.2
374.00	100.2
373.00	100.2
372.00	100.2
371.00	100.1
370.00	100.2
369.00	100.2
368.00	100.2
367.00	100.2
366.00	100.2
365.00	100.2
364.00	100.2
363.00	100.2
362.00	100.2
361.00	100.1
360.00	100.1
359.00	100.2
358.00	100.2
357.00	100.2
356.00	100.2
355.00	100.2
354.00	100.2
353.00	100.2
352.00	100.2
351.00	100.2
350.00	100.2
349.00	100.2
348.00	100.2
347.00	100.2
346.00	100.2
345.00	100.1
344.00	100.1
343.00	100.1
342.00	100.1
341.00	100.1
340.00	100.1
339.00	100.2
338.00	100.2
337.00	100.2
336.00	100.2
335.00	100.2
334.00	100.2
333.00	100.2
332.00	100.2
331.00	100.2
330.00	100.2
329.00	100.2
328.00	100.2
327.00	100.2
326.00	100.2
325.00	100.2
324.00	100.2
323.00	100.2
322.00	100.2
321.00	100.2
320.00	100.2
319.00	100.2
318.00	100.2
317.00	100.2
316.00	100.2
315.00	100.2
314.00	100.2
313.00	100.2
312.00	100.2
311.00	100.2
310.00	100.2
309.00	100.2
308.00	100.2
307.00	100.2
306.00	100.2
305.00	100.2
304.00	100.2
303.00	100.2
302.00	100.2
301.00	100.2
300.00	100.2
299.00	100.2
298.00	100.2
297.00	100.2
296.00	100.2
295.00	100.2
294.00	100.2
293.00	100.2
292.00	100.2
291.00	100.2
290.00	100.2
289.00	100.2
288.00	100.2
287.00	100.2
286.00	100.2
285.00	100.2
284.00	100.2
283.00	100.2
282.00	100.2
281.00	100.2
280.00	100.2
279.00	100.2
278.00	100.1
277.00	100.0
276.00	99.8
275.00	99.8
274.00	99.7
273.00	99.8
272.00	99.8
271.00	100.0
270.00	100.1
269.00	100.2
268.00	100.2
267.00	100.2
266.00	100.2
265.00	100.2
264.00	100.2
263.00	100.2
262.00	100.2
261.00	100.2
260.00	100.2
259.00	100.2
258.00	100.2
257.00	100.2
256.00	100.2
255.00	100.2
254.00	100.2
253.00	100.1
252.00	100.2
251.00	100.1
250.00	100.1
249.00	100.1
248.00	100.1
247.00	100.1
246.00	100.1
245.00	100.1
244.00	100.1
243.00	100.1
242.00	100.1
241.00	100.1
240.00	100.1
239.00	100.1
238.00	100.1
237.00	100.1
236.00	100.1
235.00	100.1
234.00	100.1
233.00	100.1
232.00	100.1
231.00	100.2
