Wavelength	T
423.00	99.0
422.00	98.9
421.00	98.9
420.00	98.9
419.00	98.9
418.00	98.9
417.00	98.9
416.00	98.9
415.00	98.9
414.00	98.9
413.00	98.9
412.00	98.9
411.00	98.9
410.00	98.9
409.00	98.9
408.00	98.9
407.00	98.9
406.00	98.9
405.00	98.9
404.00	98.9
403.00	98.9
402.00	98.9
401.00	98.9
400.00	98.9
399.00	98.9
398.00	98.9
397.00	98.9
396.00	98.9
395.00	98.9
394.00	98.9
393.00	98.9
392.00	98.8
391.00	98.8
390.00	98.8
389.00	98.8
388.00	98.8
387.00	98.8
386.00	98.8
385.00	98.8
384.00	98.8
383.00	98.8
382.00	98.8
381.00	98.8
380.00	98.8
379.00	98.8
378.00	98.8
377.00	98.8
376.00	98.8
375.00	98.8
374.00	98.8
373.00	98.8
372.00	98.8
371.00	98.8
370.00	98.8
369.00	98.8
368.00	98.8
367.00	98.8
366.00	98.8
365.00	98.8
364.00	98.8
363.00	98.8
362.00	98.8
361.00	98.7
360.00	98.7
359.00	98.7
358.00	98.7
357.00	98.7
356.00	98.7
355.00	98.7
354.00	98.7
353.00	98.7
352.00	98.7
351.00	98.7
350.00	98.7
349.00	98.7
348.00	98.7
347.00	98.7
346.00	98.7
345.00	98.6
344.00	98.6
343.00	98.6
342.00	98.6
341.00	98.6
340.00	98.6
339.00	98.6
338.00	98.6
337.00	98.6
336.00	98.6
335.00	98.6
334.00	98.6
333.00	98.6
332.00	98.6
331.00	98.5
330.00	98.5
329.00	98.5
328.00	98.5
327.00	98.5
326.00	98.5
325.00	98.5
324.00	98.5
323.00	98.5
322.00	98.5
321.00	98.5
320.00	98.5
319.00	98.5
318.00	98.5
317.00	98.5
316.00	98.5
315.00	98.4
314.00	98.4
313.00	98.4
312.00	98.3
311.00	98.3
310.00	98.3
309.00	98.3
308.00	98.3
307.00	98.3
306.00	98.3
305.00	98.3
304.00	98.3
303.00	98.3
302.00	98.3
301.00	98.3
300.00	98.3
299.00	98.3
298.00	98.3
297.00	98.2
296.00	98.2
295.00	98.2
294.00	98.2
293.00	98.2
292.00	98.2
291.00	98.1
290.00	98.1
289.00	98.1
288.00	98.1
287.00	98.1
286.00	98.0
285.00	98.0
284.00	98.0
283.00	98.0
282.00	97.9
281.00	97.9
280.00	97.8
279.00	97.6
278.00	97.2
277.00	96.6
276.00	95.9
275.00	95.4
274.00	95.1
273.00	95.2
272.00	95.6
271.00	96.1
270.00	96.7
269.00	97.1
268.00	97.3
267.00	97.2
266.00	97.1
265.00	97.0
264.00	96.9
263.00	96.8
262.00	96.7
261.00	96.6
260.00	96.6
259.00	96.5
258.00	96.4
257.00	96.3
256.00	96.1
255.00	96.0
254.00	95.9
253.00	95.8
252.00	95.7
251.00	95.6
250.00	95.5
249.00	95.4
248.00	95.2
247.00	95.0
246.00	94.9
245.00	94.7
244.00	94.5
243.00	94.4
242.00	94.2
241.00	93.9
240.00	93.7
239.00	93.4
238.00	93.0
237.00	92.6
236.00	92.1
235.00	91.7
234.00	91.1
233.00	90.5
232.00	89.9
231.00	89.1
230.00	88.3
229.00	87.4
228.00	86.3
227.00	85.2
226.00	84.1
225.00	82.9
224.00	81.6
223.00	80.4
222.00	79.1
221.00	77.8
220.00	76.4
219.00	74.9
218.00	73.5
217.00	72.1
216.00	70.7
215.00	69.3
214.00	68.1
213.00	66.9
212.00	65.8
211.00	64.8
210.00	63.8
209.00	62.9
208.00	62.1
207.00	61.3
206.00	60.5
205.00	59.7
204.00	58.8
203.00	57.7
202.00	56.7
201.00	55.7
200.00	55.0

