Wavelength	T
600.00	102.4
599.00	102.4
598.00	102.4
597.00	102.4
596.00	102.4
595.00	102.4
594.00	102.4
593.00	102.4
592.00	102.4
591.00	102.4
590.00	102.4
589.00	102.4
588.00	102.4
587.00	102.4
586.00	102.4
585.00	102.4
584.00	102.4
583.00	102.4
582.00	102.4
581.00	102.4
580.00	102.4
579.00	102.4
578.00	102.4
577.00	102.4
576.00	102.4
575.00	102.4
574.00	102.4
573.00	102.4
572.00	102.4
571.00	102.4
570.00	102.4
569.00	102.4
568.00	102.4
567.00	102.4
566.00	102.4
565.00	102.4
564.00	102.4
563.00	102.4
562.00	102.4
561.00	102.4
560.00	102.4
559.00	102.4
558.00	102.4
557.00	102.4
556.00	102.4
555.00	102.4
554.00	102.4
553.00	102.4
552.00	102.4
551.00	102.4
550.00	102.4
549.00	102.4
548.00	102.4
547.00	102.4
546.00	102.4
545.00	102.4
544.00	102.4
543.00	102.4
542.00	102.4
541.00	102.4
540.00	102.4
539.00	102.5
538.00	102.5
537.00	102.5
536.00	102.5
535.00	102.5
534.00	102.5
533.00	102.5
532.00	102.5
531.00	102.5
530.00	102.5
529.00	102.5
528.00	102.5
527.00	102.5
526.00	102.5
525.00	102.5
524.00	102.5
523.00	102.5
522.00	102.5
521.00	102.5
520.00	102.4
519.00	102.4
518.00	102.5
517.00	102.5
516.00	102.5
515.00	102.5
514.00	102.5
513.00	102.5
512.00	102.5
511.00	102.5
510.00	102.5
509.00	102.5
508.00	102.6
507.00	102.6
506.00	102.6
505.00	102.5
504.00	102.5
503.00	102.5
502.00	102.5
501.00	102.5
500.00	102.5
499.00	102.5
498.00	102.5
497.00	102.5
496.00	102.5
495.00	102.5
494.00	102.5
493.00	102.5
492.00	102.5
491.00	102.5
490.00	102.5
489.00	102.5
488.00	102.5
487.00	102.5
486.00	102.5
485.00	102.5
484.00	102.5
483.00	102.5
482.00	102.4
481.00	102.4
480.00	102.4
479.00	102.4
478.00	102.4
477.00	102.4
476.00	102.4
475.00	102.4
474.00	102.4
473.00	102.4
472.00	102.4
471.00	102.4
470.00	102.4
469.00	102.4
468.00	102.4
467.00	102.4
466.00	102.4
465.00	102.4
464.00	102.4
463.00	102.4
462.00	102.4
461.00	102.4
460.00	102.4
459.00	102.4
458.00	102.4
457.00	102.4
456.00	102.4
455.00	102.4
454.00	102.4
453.00	102.4
452.00	102.4
451.00	102.4
450.00	102.3
449.00	102.3
448.00	102.3
447.00	102.3
446.00	102.3
445.00	102.3
444.00	102.3
443.00	102.3
442.00	102.3
441.00	102.3
440.00	102.3
439.00	102.3
438.00	102.3
437.00	102.3
436.00	102.3
435.00	102.3
434.00	102.2
433.00	102.2
432.00	102.2
431.00	102.3
430.00	102.3
429.00	102.3
428.00	102.3
427.00	102.3
426.00	102.3
425.00	102.3
424.00	102.2
423.00	102.2
422.00	102.2
421.00	102.2
420.00	102.2
419.00	102.2
418.00	102.2
417.00	102.2
416.00	102.2
415.00	102.2
414.00	102.2
413.00	102.3
412.00	102.3
411.00	102.3
410.00	102.3
409.00	102.3
408.00	102.3
407.00	102.3
406.00	102.3
405.00	102.3
404.00	102.3
403.00	102.3
402.00	102.3
401.00	102.3
400.00	102.3
399.00	102.3
398.00	102.3
397.00	102.3
396.00	102.3
395.00	102.3
394.00	102.3
393.00	102.3
392.00	102.3
391.00	102.3
390.00	102.3
389.00	102.3
388.00	102.3
387.00	102.3
386.00	102.3
385.00	102.3
384.00	102.3
383.00	102.3
382.00	102.4
381.00	102.4
380.00	102.4
379.00	102.4
378.00	102.4
377.00	102.4
376.00	102.4
375.00	102.4
374.00	102.4
373.00	102.4
372.00	102.4
371.00	102.4
370.00	102.4
369.00	102.4
368.00	102.4
367.00	102.4
366.00	102.4
365.00	102.4
364.00	102.4
363.00	102.4
362.00	102.4
361.00	102.4
