Wavelength	T
360.00	102.4
359.00	102.4
358.00	102.4
357.00	102.4
356.00	102.4
355.00	102.4
354.00	102.4
353.00	102.4
352.00	102.4
351.00	102.4
350.00	102.4
349.00	102.4
348.00	102.4
347.00	102.4
346.00	102.4
345.00	102.4
344.00	102.4
343.00	102.4
342.00	102.4
341.00	102.4
340.00	102.3
339.00	102.3
338.00	102.2
337.00	102.2
336.00	102.1
335.00	102.1
334.00	102.1
333.00	102.2
332.00	102.2
331.00	102.2
330.00	102.2
329.00	102.2
328.00	102.2
327.00	102.2
326.00	102.2
325.00	102.2
324.00	102.2
323.00	102.2
322.00	102.2
321.00	102.2
320.00	102.2
319.00	102.2
318.00	102.2
317.00	102.2
316.00	102.2
315.00	102.2
314.00	102.2
313.00	102.1
312.00	102.1
311.00	102.1
310.00	102.1
309.00	102.1
308.00	102.1
307.00	102.1
306.00	102.2
305.00	102.2
304.00	102.2
303.00	102.2
302.00	102.2
301.00	102.2
300.00	102.2
299.00	102.2
298.00	102.2
297.00	102.2
296.00	102.2
295.00	102.2
294.00	102.2
293.00	102.2
292.00	102.2
291.00	102.2
290.00	102.2
289.00	102.2
288.00	102.2
287.00	102.2
286.00	102.2
285.00	102.2
284.00	102.2
283.00	102.2
282.00	102.2
281.00	102.2
280.00	102.2
279.00	102.0
278.00	101.6
277.00	101.0
276.00	100.3
275.00	99.8
274.00	99.6
273.00	99.8
272.00	100.2
271.00	100.9
270.00	101.5
269.00	102.0
268.00	102.3
267.00	102.4
266.00	102.3
265.00	102.2
264.00	102.2
263.00	102.3
262.00	102.3
261.00	102.3
260.00	102.3
259.00	102.3
258.00	102.3
257.00	102.3
256.00	102.3
255.00	102.3
254.00	102.3
253.00	102.3
252.00	102.3
251.00	102.3
250.00	102.3
249.00	102.3
248.00	102.3
247.00	102.3
246.00	102.3
245.00	102.3
244.00	102.3
243.00	102.3
242.00	102.4
241.00	102.4
240.00	102.4
239.00	102.4
238.00	102.4
237.00	102.4
236.00	102.4
235.00	102.4
234.00	102.4
233.00	102.4
232.00	102.4
231.00	102.4
230.00	102.4
229.00	102.4
228.00	102.4
227.00	102.4
226.00	102.4
225.00	102.4
224.00	102.4
223.00	102.5
222.00	102.5
221.00	102.5
220.00	102.5
219.00	102.5
218.00	102.5
217.00	102.5
216.00	102.4
215.00	102.4
214.00	102.5
213.00	102.5
212.00	102.5
211.00	102.5
210.00	102.5
209.00	102.6
208.00	102.5
207.00	102.4
206.00	102.3
205.00	102.0
204.00	101.3
203.00	100.4
202.00	99.3
201.00	98.2
200.00	97.4

